tmc_code,measurement_tstamp,flow,density,speed,capacity,free_flow_speed,critical_density,speed_at_capacity
TMC001,01/15/2019 07:30,1737.0834964043052,41.21194534767035,42.15,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 07:35,1664.0939370792448,43.83809107163448,37.96,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 07:40,1788.489556199577,39.255697019305906,45.56,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 07:45,1750.1248152122819,40.7289926742444,42.97,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 07:50,1846.3421551800247,36.72120435918904,50.28,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 07:55,1848.002433064784,36.63763745172054,50.44,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 08:00,1838.6119953705438,37.098708542585626,49.56,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 08:05,1840.5838032857891,37.004097372050445,49.74,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 08:10,1793.1954557761924,39.06743912366432,45.9,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 08:15,1871.9447777364749,35.28642370851037,53.05,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 08:20,1838.942427952744,37.082928573356405,49.59,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 08:25,1896.376818570169,33.07826301360839,57.33,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 08:30,1891.0152660017932,33.768129750032024,56.0,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 08:35,1899.9993905782314,31.932762866861033,59.5,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 08:40,1899.9878885931462,31.852269716565736,59.65,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 08:45,1884.661693086637,29.64702993686703,63.57,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 08:50,1855.3106778493468,28.09799602982503,66.03,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 08:55,1889.3600767256503,30.018431470061174,62.94,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 09:00,1862.3292635626544,28.402154393208093,65.57,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 09:05,1898.9463897242297,31.309915741537175,60.65,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 09:10,1885.5543896740578,29.712486443020136,63.46,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 09:15,1884.9324433319973,34.340179328329334,54.89,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 09:20,1890.523945028056,30.123071144487827,62.76,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 09:25,1868.7103709061626,28.70522843173829,65.1,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 09:30,1862.759729640856,28.421723064401217,65.54,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 09:35,1864.5879220702363,28.50615994603633,65.41,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 09:40,1895.575025401142,30.682664703806118,61.78,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 09:45,1868.089165054144,35.528512077865045,52.58,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 09:50,1815.5310752097587,26.710770563627463,67.97,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 09:55,1892.462026874618,30.31334337457341,62.43,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 10:00,1896.0135506083445,30.744503820469344,61.67,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 10:05,1884.1303564004816,34.40705544924181,54.76,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 10:10,1884.4127507328694,29.62913130083128,63.6,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 10:15,1897.6427628690933,31.012302057020648,61.19,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 10:20,1897.572865214195,32.86409534489427,57.74,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 10:25,1897.6774435208933,32.8431540934734,57.78,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 10:30,1883.992580124921,29.599254990179436,63.65,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 10:35,1884.8263443314142,29.658951130313365,63.55,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 10:40,1899.9931027705738,31.868384816681885,59.62,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 10:45,1850.6353018580364,27.90884183166998,66.31,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 10:50,1899.8807528240618,32.12513954724487,59.14,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 10:55,1896.6074774454453,30.834132294674774,61.51,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 11:00,1880.1967657420157,29.345977302044886,64.07,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 11:05,1899.2619724088174,31.408334255148297,60.47,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 11:10,1890.3352828627762,30.10567419752789,62.79,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 11:15,1788.3500939268677,25.94820217537533,68.92,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 11:20,1867.0215466675998,28.622130103749804,65.23,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 11:25,1898.3916460373446,32.685806577777974,58.08,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 11:30,1898.163705869128,31.117437801133246,61.0,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 11:35,1871.5612296365882,28.850951589896532,64.87,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 11:40,1889.1432355791121,33.959073082493475,55.63,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 11:45,1871.8010286348863,28.863547087662088,64.85,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 11:50,1899.5614719725488,32.316459203343804,58.78,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 11:55,1899.9997527222256,31.92740300323014,59.51,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 12:00,1868.0675496995382,28.673331537982165,65.15,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 12:05,1899.9897892960296,31.857642342321085,59.64,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 12:10,1899.6278234989795,31.555279460115937,60.2,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 12:15,1898.2587891211629,32.7173179786481,58.02,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 12:20,1844.3310092297236,27.66773191163702,66.66,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 12:25,1893.5676001665015,30.433423339223747,62.22,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 12:30,1890.523945028056,30.123071144487827,62.76,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 12:35,1872.6302967226231,28.90753776972249,64.78,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 12:40,1899.9441020527036,31.776954374522557,59.79,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 12:45,1839.6949447689362,27.499177051852556,66.9,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 12:50,1899.4123650711135,31.46285183155729,60.37,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 12:55,1852.0035736049297,27.963212646911213,66.23,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 13:00,1861.3121643410002,28.35637057192261,65.64,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 13:05,1892.593282876536,33.592355038632164,56.34,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 13:10,1896.204709487454,30.772552896583157,61.62,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 13:15,1895.8569570641528,30.72203787172505,61.71,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 13:20,1893.62312696717,33.46806516378879,56.58,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 13:25,1898.3916460373446,32.685806577777974,58.08,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 13:30,1862.759729640856,28.421723064401217,65.54,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 13:35,1891.8215382555247,33.680283750320896,56.17,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 13:40,1895.3971234008975,33.22926233171279,57.04,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 13:45,1882.42476066938,29.491222946410467,63.83,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 13:50,1843.9546465039373,27.6537889397711,66.68,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 13:55,1868.96516511664,28.71796504481623,65.08,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 14:00,1805.66400194508,26.421773513975413,68.34,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 14:05,1886.0281341912364,29.748077826360195,63.4,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 14:10,1899.0983866525557,32.490990361891456,58.45,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 14:15,1898.5814625163005,32.63849858202339,58.17,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 14:20,1899.8175562085844,31.66362593680974,60.0,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 14:25,1899.9889320549562,31.980961657211854,59.41,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 14:30,1899.0580463688348,31.34276359743909,60.59,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 14:35,1899.727697550082,32.23155238462983,58.94,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 14:40,1890.7105007475989,30.14045115172324,62.73,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 14:45,1863.2259631546444,35.81749256352642,52.02,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 14:50,1897.0192852198531,30.90111231829049,61.39,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 14:55,1893.816555062944,30.461903732715843,62.17,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 15:00,1899.956195142897,31.79310902180216,59.76,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 15:05,1898.759833985756,32.59114030184957,58.26,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 15:10,1899.8617123337108,32.14112184628169,59.11,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 15:15,1897.5242856326595,30.99010755565343,61.23,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 15:20,1895.7373627694253,30.70517270439626,61.74,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 15:25,1895.1077901927729,33.27085305815964,56.96,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 15:30,1794.8968603042097,26.122789409172025,68.71,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 15:35,1897.7865294174517,31.040015201463063,61.14,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 15:40,1899.8268934658522,32.16774286261179,59.06,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 15:45,1898.4808703911021,31.189105805669495,60.87,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 15:50,1838.2925536193138,27.44949311063631,66.97,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 15:55,1897.3718355680862,30.962334131332998,61.28,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 16:00,1861.6020615732293,35.9105335951626,51.84,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 16:05,1873.0524450412652,35.21437196919092,53.19,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 16:10,1879.850214539151,34.74127175271024,54.11,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 16:15,1819.72949711433,37.95847928899312,47.94,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 16:20,1844.5549786773693,36.81011731545339,50.11,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 16:25,1708.5589266872917,42.24923161936923,40.44,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 16:30,1835.3810088741498,37.25149196010046,49.27,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 16:35,1727.9379878652007,41.54695811169032,41.59,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 16:40,1762.1369949901423,40.27741702834611,43.75,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 16:45,1781.7125527665796,39.52334855294099,45.08,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 16:50,1754.3266301332912,40.57184621029813,43.24,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 16:55,1686.5983742183437,43.036447415625,39.19,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 17:00,1696.727055155524,42.67422170914296,39.76,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 17:05,1643.0328055424259,44.58705035393286,36.85,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 17:10,1764.7034121294582,40.17995018509695,43.92,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 17:15,1807.7421767919693,38.47078477956946,46.99,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 17:20,1693.5492056253165,42.78800418457091,39.58,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 17:25,1742.2226526360619,41.02243118992376,42.47,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 17:30,1816.0151145875275,38.11954480662316,47.64,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 17:35,1820.952836299299,37.90492998125102,48.04,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 17:40,1858.3616336885905,36.091700013373284,51.49,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 17:45,1825.0563126953148,37.72336322230911,48.38,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 17:50,1844.1310242462991,36.831057005118815,50.07,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 17:55,1884.067901610983,34.412199116182336,54.75,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 18:00,1899.924705648446,32.082484053502974,59.22,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 18:05,1889.6132087024166,33.91265629401322,55.72,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 18:10,1897.7008454847842,31.023391294503583,61.17,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 18:15,1887.9038902150571,29.89554853863907,63.15,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 18:20,1879.0221973167686,29.27281815417929,64.19,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 18:25,1888.0472148201131,29.907289954381643,63.13,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 18:30,1899.935214196042,31.76617980598632,59.81,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 18:35,1883.1323153542896,29.539330436930033,63.75,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 18:40,1897.7581598095232,31.034475221742,61.15,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 18:45,1818.3031921939466,26.79491883574929,67.86,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 18:50,1811.6339438886662,26.594743744695627,68.12,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 18:55,1860.4261011353553,28.31698784072078,65.7,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 19:00,1896.0180606301674,33.13558302394561,57.22,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 19:05,1899.595572442951,32.300553858917716,58.81,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 19:10,1840.091399037783,27.513328334895082,66.88,1900,75.0,31.91799993067012,59.52753944880748
TMC001,01/15/2019 19:15,1897.65150334643,32.848390225833995,57.77,1900,75.0,31.91799993067012,59.52753944880748
